Gene stable ID	HGNC symbol	Gene name
ENSG00000232230	TPM4P1	NA
ENSG00000257048	LINC02417	NA
ENSG00000255368	NA	NA
ENSG00000233900	RPL17P35	NA
ENSG00000268628	NA	NA
ENSG00000242991	RPL7P40	NA
ENSG00000225833	NA	uncharacterized LOC104798195
ENSG00000254708	MMADHCP2	NA
ENSG00000204103	MAFB	MAF bZIP transcription factor B
ENSG00000237539	NA	NA
ENSG00000241935	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1
ENSG00000235602	POU5F1P3	POU class 5 homeobox 1 pseudogene 3
ENSG00000255450	NA	NA
ENSG00000185634	SHC4	SHC adaptor protein 4
ENSG00000254544	PCNAP4	NA
ENSG00000186312	CA5BP1	carbonic anhydrase 5B pseudogene 1
ENSG00000280798	LINC00294	long intergenic non-protein coding RNA 294
ENSG00000287652	NA	NA
ENSG00000262429	NA	NA
ENSG00000229771	NA	NA
ENSG00000281548	LINC00895	NA
ENSG00000150244	TRIM48	tripartite motif containing 48
ENSG00000272815	NA	NA
ENSG00000286972	NA	NA
ENSG00000060138	YBX3	Y-box binding protein 3
ENSG00000230485	NA	NA
ENSG00000238908	RNA5SP484	NA
ENSG00000235102	ADI1P1	NA
ENSG00000225007	NA	NA
ENSG00000188013	MEIS3P2	NA
ENSG00000132793	LPIN3	lipin 3
ENSG00000263312	LINC01975	NA
ENSG00000242752	NMTRQ-TTG12-1	NA
ENSG00000262920	NA	NA
ENSG00000184702	SEPTIN5	septin 5
ENSG00000255359	CCDC179	coiled-coil domain containing 179
ENSG00000108590	MED31	mediator complex subunit 31
ENSG00000169239	CA5B	carbonic anhydrase 5B
ENSG00000254743	OR10V3P	NA
ENSG00000254669	NA	NA
ENSG00000241577	NA	NA
ENSG00000203942	C10orf62	chromosome 10 open reading frame 62
ENSG00000170955	CAVIN3	caveolae associated protein 3
ENSG00000227851	NA	NA
ENSG00000236466	NA	NA
ENSG00000166167	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase
ENSG00000266885	NA	NA
ENSG00000220831	NDUFA5P9	NA
ENSG00000273014	NA	NA
ENSG00000279825	NA	NA
ENSG00000215190	LINC00680	long intergenic non-protein coding RNA 680
ENSG00000262099	DHX33-DT	DHX33 divergent transcript
ENSG00000261868	MFSD1P1	NA
ENSG00000185238	PRMT3	protein arginine methyltransferase 3
ENSG00000266079	SNORA59B	NA
ENSG00000146592	CREB5	cAMP responsive element binding protein 5
ENSG00000279413	NA	NA
ENSG00000200620	NA	NA
ENSG00000266416	NA	NA
ENSG00000281371	INE2	inactivation escape 2
ENSG00000265043	NA	NA
ENSG00000264245	NA	NA
ENSG00000182287	AP1S2	adaptor related protein complex 1 subunit sigma 2
ENSG00000177427	MIEF2	mitochondrial elongation factor 2
ENSG00000217228	GSTA12P	NA
ENSG00000124614	RPS10	ribosomal protein S10
ENSG00000183798	EMILIN3	elastin microfibril interfacer 3
ENSG00000255660	RERG-AS1	RERG antisense RNA 1
ENSG00000242661	RPS3AP43	NA
ENSG00000229398	NA	NA
ENSG00000256981	NA	NA
ENSG00000254768	SLC17A6-DT	NA
ENSG00000271462	NA	NA
ENSG00000124177	CHD6	chromodomain helicase DNA binding protein 6
ENSG00000256211	SKP1P2	NA
ENSG00000271350	NA	NA
ENSG00000227806	OR5W1P	NA
ENSG00000212124	TAS2R19	taste 2 receptor member 19
ENSG00000092531	SNAP23	synaptosome associated protein 23
ENSG00000180423	HARBI1	harbinger transposase derived 1
ENSG00000272900	OR10Q2P	NA
ENSG00000167825	OR5I1	olfactory receptor family 5 subfamily I member 1
ENSG00000200566	RNU5F-7P	NA
ENSG00000187612	OR5W2	olfactory receptor family 5 subfamily W member 2
ENSG00000226536	SETP15	NA
ENSG00000124422	USP22	ubiquitin specific peptidase 22
ENSG00000169188	APEX2	apurinic/apyrimidinic endodeoxyribonuclease 2
ENSG00000239650	GUSBP4	NA
ENSG00000237674	GSTA7P	NA
ENSG00000271967	NA	NA
ENSG00000052841	TTC17	tetratricopeptide repeat domain 17
ENSG00000219757	NA	NA
ENSG00000287294	NA	NA
ENSG00000248763	NA	NA
ENSG00000232120	NA	NA
ENSG00000286507	NA	NA
ENSG00000219257	NPM1P38	NA
ENSG00000285081	NA	NA
ENSG00000286124	NA	NA
ENSG00000151490	PTPRO	protein tyrosine phosphatase receptor type O
ENSG00000197085	NPSR1-AS1	NPSR1 antisense RNA 1
ENSG00000107447	DNTT	DNA nucleotidylexotransferase
ENSG00000172403	SYNPO2	synaptopodin 2
ENSG00000057657	PRDM1	PR/SET domain 1
ENSG00000166634	SERPINB12	serpin family B member 12
ENSG00000285412	NA	uncharacterized LOC101928168
ENSG00000158578	ALAS2	5'-aminolevulinate synthase 2
ENSG00000272908	NA	NA
ENSG00000271185	NA	NA
ENSG00000288525	NA	NA
ENSG00000179460	EEF1A1P27	NA
ENSG00000279048	NA	NA
ENSG00000212951	NA	NA
ENSG00000228714	NA	NA
ENSG00000002746	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1
ENSG00000224988	NA	NA
ENSG00000260578	NA	NA
ENSG00000261018	NA	NA
ENSG00000171451	DSEL	dermatan sulfate epimerase like
ENSG00000260193	LINC02846	NA
ENSG00000237372	NA	uncharacterized LOC100129066
ENSG00000284874	NA	NA
ENSG00000263424	NA	NA
ENSG00000267480	NA	NA
ENSG00000214626	POLR3DP1	NA
ENSG00000266995	NA	NA
ENSG00000226998	MTATP6P30	NA
ENSG00000236308	NA	NA
ENSG00000267292	NA	NA
ENSG00000224498	MAPKAPK5P1	NA
ENSG00000236626	MTND5P17	NA
ENSG00000095383	TBC1D2	TBC1 domain family member 2
ENSG00000251937	RNU7-129P	NA
ENSG00000235088	NA	NA
ENSG00000224301	NA	NA
ENSG00000273951	NA	NA
ENSG00000230609	NA	NA
ENSG00000232493	RPL12P11	NA
ENSG00000252386	RNU6-1018P	NA
ENSG00000107438	PDLIM1	PDZ and LIM domain 1
ENSG00000141391	PRELID3A	PRELI domain containing 3A
ENSG00000203618	GP1BB	glycoprotein Ib platelet subunit beta
ENSG00000212224	NA	NA
ENSG00000233352	NA	NA
ENSG00000243995	NA	NA
ENSG00000124107	SLPI	secretory leukocyte peptidase inhibitor
ENSG00000185838	GNB1L	G protein subunit beta 1 like
ENSG00000213522	RAC1P5	NA
ENSG00000286241	NA	NA
ENSG00000250484	PPIAP76	NA
ENSG00000284516	VAMP9P	vesicle associated membrane protein 9, pseudogene
ENSG00000265519	NA	NA
ENSG00000266664	NA	NA
ENSG00000277022	NA	NA
ENSG00000227225	MTND1P14	NA
ENSG00000171195	MUC7	mucin 7, secreted
ENSG00000101443	WFDC2	WAP four-disulfide core domain 2
ENSG00000229847	EMX2OS	EMX2 opposite strand/antisense RNA
ENSG00000171962	DRC3	dynein regulatory complex subunit 3
ENSG00000162174	ASRGL1	asparaginase and isoaspartyl peptidase 1
ENSG00000226083	SLC39A12-AS1	SLC39A12 antisense RNA 1
ENSG00000278283	NA	NA
ENSG00000234466	HDGFL3P1	NA
ENSG00000238269	PAGE2B	PAGE family member 2B
ENSG00000284951	NA	NA
ENSG00000205433	SNRPGP6	NA
ENSG00000236514	NA	NA
ENSG00000276805	NA	NA
ENSG00000164099	PRSS12	serine protease 12
ENSG00000234068	PAGE2	PAGE family member 2
ENSG00000286840	NA	NA
ENSG00000272325	NUDT3	nudix hydrolase 3
ENSG00000237464	NA	NA
ENSG00000283769	NA	NA
ENSG00000237068	RPL5P2	NA
ENSG00000271525	ARF4P1	NA
ENSG00000101446	SPINT3	serine peptidase inhibitor, Kunitz type 3
ENSG00000232413	NA	NA
ENSG00000136940	PDCL	phosducin like
ENSG00000278319	NA	NA
ENSG00000148468	FAM171A1	family with sequence similarity 171 member A1
ENSG00000243543	WFDC6	WAP four-disulfide core domain 6
ENSG00000218732	NA	NA
ENSG00000276929	NA	NA
ENSG00000275716	NA	NA
ENSG00000186678	NA	NA
ENSG00000261080	RUNX2-AS1	NA
ENSG00000229760	MTCO1P52	NA
ENSG00000235776	NA	NA
ENSG00000231947	MTND2P24	NA
ENSG00000238047	MTND1P30	NA
ENSG00000170915	PAQR8	progestin and adipoQ receptor family member 8
ENSG00000256045	MTRNR2L10	MT-RNR2 like 10
ENSG00000215012	RTL10	retrotransposon Gag like 10
ENSG00000232765	NA	NA
ENSG00000224411	HSP90AA2P	NA
ENSG00000249139	EPPIN-WFDC6	EPPIN-WFDC6 readthrough
ENSG00000254589	EIF4A2P3	NA
ENSG00000225613	LINCMD1	NA
ENSG00000237360	CHCHD4P2	NA
ENSG00000237713	NA	NA
ENSG00000271042	NA	NA
ENSG00000279266	NA	NA
ENSG00000287845	NA	NA
ENSG00000286944	NA	NA
ENSG00000227080	NA	NA
ENSG00000203972	GLYATL3	glycine-N-acyltransferase like 3
ENSG00000248590	GLDCP1	NA
ENSG00000213875	NA	NA
ENSG00000187616	MYMK	myomaker, myoblast fusion factor
ENSG00000196924	FLNA	filamin A
ENSG00000267108	NA	NA
ENSG00000227017	NA	NA
ENSG00000138653	NDST4	N-deacetylase and N-sulfotransferase 4
ENSG00000267199	NA	NA
ENSG00000286847	NA	uncharacterized LOC105375216
ENSG00000236212	NA	NA
ENSG00000267515	NA	NA
ENSG00000230831	NA	NA
ENSG00000267287	NA	NA
ENSG00000119471	HSDL2	hydroxysteroid dehydrogenase like 2
ENSG00000204091	TDRG1	testis development related 1
ENSG00000249923	LINC02891	long intergenic non-protein coding RNA 2891
ENSG00000232135	NA	NA
ENSG00000284839	NA	NA
ENSG00000229900	HSPD1P21	NA
ENSG00000279104	NA	NA
ENSG00000267409	NA	NA
ENSG00000189180	ZNF33A	zinc finger protein 33A
ENSG00000109911	ELP4	elongator acetyltransferase complex subunit 4
ENSG00000236499	LINC00896	long intergenic non-protein coding RNA 896
ENSG00000101448	EPPIN	epididymal peptidase inhibitor
ENSG00000178412	NA	uncharacterized LOC284241
ENSG00000274828	NA	NA
ENSG00000040608	RTN4R	reticulon 4 receptor
ENSG00000266901	NA	NA
ENSG00000011426	ANLN	anillin actin binding protein
ENSG00000266924	NA	NA
ENSG00000278075	NA	NA
ENSG00000156411	ATP5MJ	ATP synthase membrane subunit j
ENSG00000122490	SLC66A2	solute carrier family 66 member 2
ENSG00000156535	CD109	CD109 molecule
ENSG00000221039	MIR1286	microRNA 1286
ENSG00000161132	NA	NA
ENSG00000201923	RNA5SP485	NA
ENSG00000226188	HNRNPA1P3	NA
ENSG00000128185	DGCR6L	DiGeorge syndrome critical region gene 6 like
ENSG00000249534	LINC01258	long intergenic non-protein coding RNA 1258
ENSG00000124116	WFDC3	WAP four-disulfide core domain 3
ENSG00000270257	NA	NA
ENSG00000223605	NA	NA
ENSG00000248915	ACTR6P1	NA
ENSG00000248139	CUL4AP1	NA
ENSG00000041982	TNC	tenascin C
ENSG00000248547	NA	NA
ENSG00000250215	CIR1P2	NA
ENSG00000273343	NA	NA
ENSG00000273139	NA	NA
ENSG00000251005	H3P15	NA
ENSG00000286136	NA	NA
ENSG00000286891	NA	NA
ENSG00000184470	TXNRD2	thioredoxin reductase 2
ENSG00000250277	NA	NA
ENSG00000250183	NA	NA
ENSG00000165507	DEPP1	DEPP1 autophagy regulator
ENSG00000248506	TUBAP10	NA
ENSG00000287969	NA	NA
ENSG00000230967	NA	NA
ENSG00000283578	MTND5P42	NA
ENSG00000171160	MORN4	MORN repeat containing 4
ENSG00000168421	RHOH	ras homolog family member H
ENSG00000080824	HSP90AA1	heat shock protein 90 alpha family class A member 1
ENSG00000226746	SMCR5	Smith-Magenis syndrome chromosome region, candidate 5
ENSG00000287879	NA	NA
ENSG00000261069	NA	NA
ENSG00000134755	DSC2	desmocollin 2
ENSG00000140299	BNIP2	BCL2 interacting protein 2
ENSG00000213260	YWHAZP5	NA
ENSG00000148834	GSTO1	glutathione S-transferase omega 1
ENSG00000177731	FLII	FLII actin remodeling protein
ENSG00000168630	SPINT5P	NA
ENSG00000221046	RNU6ATAC38P	NA
ENSG00000101457	DNTTIP1	deoxynucleotidyltransferase terminal interacting protein 1
ENSG00000231916	NA	NA
ENSG00000042813	ZPBP	zona pellucida binding protein
ENSG00000135315	CEP162	centrosomal protein 162
ENSG00000165879	FRAT1	FRAT regulator of WNT signaling pathway 1
ENSG00000223993	LINC02647	long intergenic non-protein coding RNA 2647
ENSG00000228694	MTND4P18	NA
ENSG00000100867	DHRS2	dehydrogenase/reductase 2
ENSG00000196072	BLOC1S2	biogenesis of lysosomal organelles complex 1 subunit 2
ENSG00000180354	MTURN	maturin, neural progenitor differentiation regulator homolog
ENSG00000232627	NA	NA
ENSG00000174495	PPIAP80	NA
ENSG00000279628	NA	NA
ENSG00000259369	NA	NA
ENSG00000138709	LARP1B	La ribonucleoprotein 1B
ENSG00000259572	LINC01491	NA
ENSG00000164619	BMPER	BMP binding endothelial regulator
ENSG00000175063	UBE2C	ubiquitin conjugating enzyme E2 C
ENSG00000259463	NA	NA
ENSG00000225155	TOMM22P5	NA
ENSG00000228462	RPS19P7	NA
ENSG00000280396	NA	NA
ENSG00000165886	UBTD1	ubiquitin domain containing 1
ENSG00000259326	NA	NA
ENSG00000259346	NA	NA
ENSG00000276772	NA	NA
ENSG00000259255	NA	NA
ENSG00000138613	APH1B	aph-1 homolog B, gamma-secretase subunit
ENSG00000120053	GOT1	glutamic-oxaloacetic transaminase 1
ENSG00000217631	NA	NA
ENSG00000231776	LINC01611	NA
ENSG00000229442	THEMIS3P	NA
ENSG00000119655	NPC2	NPC intracellular cholesterol transporter 2
ENSG00000225212	AKR1B1P6	NA
ENSG00000249481	SPATS1	spermatogenesis associated serine rich 1
ENSG00000206418	RAB12	RAB12, member RAS oncogene family
ENSG00000166016	ABTB2	ankyrin repeat and BTB domain containing 2
ENSG00000165644	COMTD1	catechol-O-methyltransferase domain containing 1
ENSG00000266708	NA	NA
ENSG00000066926	FECH	ferrochelatase
ENSG00000234580	NA	NA
ENSG00000119986	AVPI1	arginine vasopressin induced 1
ENSG00000219453	NA	NA
ENSG00000196114	IFITM3P3	NA
ENSG00000237947	NA	NA
ENSG00000255451	NA	NA
ENSG00000255171	LINC01499	long intergenic non-protein coding RNA 1499
ENSG00000119929	CUTC	cutC copper transporter
ENSG00000164627	KIF6	kinesin family member 6
ENSG00000255553	LINC02733	NA
ENSG00000236607	EEF1DP8	NA
ENSG00000255139	NA	NA
ENSG00000259536	NA	NA
ENSG00000172289	OR10V1	olfactory receptor family 10 subfamily V member 1
ENSG00000204011	COL5A1-AS1	NA
ENSG00000254562	LINC01493	long intergenic non-protein coding RNA 1493
ENSG00000287779	NA	NA
ENSG00000171877	FRMD5	FERM domain containing 5
ENSG00000232739	NA	NA
ENSG00000286344	NA	NA
ENSG00000234393	NA	NA
ENSG00000138835	RGS3	regulator of G protein signaling 3
ENSG00000175220	ARHGAP1	Rho GTPase activating protein 1
ENSG00000101470	TNNC2	troponin C2, fast skeletal type
ENSG00000136205	TNS3	tensin 3
ENSG00000052749	RRP12	ribosomal RNA processing 12 homolog
ENSG00000100603	SNW1	SNW domain containing 1
ENSG00000168612	ZSWIM1	zinc finger SWIM-type containing 1
ENSG00000230758	SNAP23P1	NA
ENSG00000227431	CSE1L-AS1	CSE1L antisense RNA 1
ENSG00000124207	CSE1L	chromosome segregation 1 like
ENSG00000220204	NA	NA
ENSG00000121690	DEPDC7	DEP domain containing 7
ENSG00000124507	PACSIN1	protein kinase C and casein kinase substrate in neurons 1
ENSG00000271053	NA	NA
ENSG00000266729	DSG1-AS1	DSG1 antisense RNA 1
ENSG00000005059	MCUB	mitochondrial calcium uniporter dominant negative subunit beta
ENSG00000261987	KYNUP1	NA
ENSG00000266466	NA	NA
ENSG00000263976	YWHAEP3	NA
ENSG00000046604	DSG2	desmoglein 2
ENSG00000279200	NA	NA
ENSG00000091542	ALKBH5	alkB homolog 5, RNA demethylase
ENSG00000235430	ZSWIM5P1	NA
ENSG00000154898	CCDC144CP	NA
ENSG00000248639	NA	NA
ENSG00000251649	LINC02379	long intergenic non-protein coding RNA 2379
ENSG00000255118	NA	NA
ENSG00000254930	LINC02545	long intergenic non-protein coding RNA 2545
ENSG00000285231	OOSP3	oocyte secreted protein family member 3
ENSG00000287924	NA	NA
ENSG00000249018	GAPDHP56	NA
ENSG00000166889	PATL1	PAT1 homolog 1, processing body mRNA decay factor
ENSG00000249311	TERF1P3	NA
ENSG00000184185	KCNJ12	potassium inwardly rectifying channel subfamily J member 12
ENSG00000288567	NA	NA
ENSG00000251326	LINC02479	NA
ENSG00000112081	SRSF3	serine and arginine rich splicing factor 3
ENSG00000198856	OSTC	oligosaccharyltransferase complex non-catalytic subunit
ENSG00000227191	TRGC2	NA
ENSG00000227015	NA	NA
ENSG00000276399	NA	uncharacterized FLJ36000
ENSG00000229893	TAX1BP1-AS1	NA
ENSG00000236504	NA	NA
ENSG00000286738	NA	NA
ENSG00000255160	NA	NA
ENSG00000211690	TRGJ1	NA
ENSG00000254822	NA	NA
ENSG00000287651	NA	NA
ENSG00000228735	NA	NA
ENSG00000233219	NA	NA
ENSG00000166311	SMPD1	sphingomyelin phosphodiesterase 1
ENSG00000260019	LINC01992	long intergenic non-protein coding RNA 1992
ENSG00000223970	NA	NA
ENSG00000230680	NA	NA
ENSG00000124214	STAU1	staufen double-stranded RNA binding protein 1
ENSG00000187258	NPSR1	neuropeptide S receptor 1
ENSG00000266579	NA	NA
ENSG00000109182	CWH43	cell wall biogenesis 43 C-terminal homolog
ENSG00000179454	KLHL28	kelch like family member 28
ENSG00000271367	NA	NA
ENSG00000285135	OR4Q1P	NA
ENSG00000118407	FILIP1	filamin A interacting protein 1
ENSG00000151575	TEX9	testis expressed 9
ENSG00000108591	DRG2	developmentally regulated GTP binding protein 2
ENSG00000111701	APOBEC1	apolipoprotein B mRNA editing enzyme catalytic subunit 1
ENSG00000112218	GPR63	G protein-coupled receptor 63
ENSG00000166126	AMN	amnion associated transmembrane protein
ENSG00000219902	RPL35P3	NA
ENSG00000220583	RPL35P2	NA
ENSG00000213177	PRDX2P4	NA
ENSG00000218730	NA	NA
ENSG00000096092	TMEM14A	transmembrane protein 14A
ENSG00000134508	CABLES1	Cdk5 and Abl enzyme substrate 1
ENSG00000271945	NA	NA
ENSG00000219085	NPM1P37	NA
ENSG00000147003	CLTRN	collectrin, amino acid transport regulator
ENSG00000124731	TREM1	triggering receptor expressed on myeloid cells 1
ENSG00000172243	CLEC7A	C-type lectin domain containing 7A
ENSG00000134827	TCN1	transcobalamin 1
ENSG00000147403	RPL10	ribosomal protein L10
ENSG00000234206	NA	NA
ENSG00000219575	NA	NA
ENSG00000216523	NA	NA
ENSG00000166428	PLD4	phospholipase D family member 4
ENSG00000112182	BACH2	BTB domain and CNC homolog 2
ENSG00000249942	NA	NA
ENSG00000254566	NA	NA
ENSG00000242697	RPL5P12	NA
ENSG00000152270	PDE3B	phosphodiesterase 3B
ENSG00000250897	HMGB3P15	NA
ENSG00000249965	CDC42P4	NA
ENSG00000260091	NA	NA
ENSG00000248128	NA	NA
ENSG00000248565	TECRP2	NA
ENSG00000251185	NA	NA
ENSG00000259336	NA	NA
ENSG00000164100	NDST3	N-deacetylase and N-sulfotransferase 3
ENSG00000272984	NA	NA
ENSG00000211692	TRGJP1	NA
ENSG00000287953	NA	NA
ENSG00000137878	GCOM1	GCOM1, MYZAP-POLR2M combined locus
ENSG00000233264	NA	NA
ENSG00000224947	VN1R25P	NA
ENSG00000236284	VN1R31P	NA
ENSG00000211698	TRGV4	NA
ENSG00000283061	NA	NA
ENSG00000241644	INMT	indolethylamine N-methyltransferase
ENSG00000236396	SLC35G4	solute carrier family 35 member G4
ENSG00000146233	CYP39A1	cytochrome P450 family 39 subfamily A member 1
ENSG00000118276	B4GALT6	beta-1,4-galactosyltransferase 6
ENSG00000100678	SLC8A3	solute carrier family 8 member A3
ENSG00000281404	LINC01176	long intergenic non-protein coding RNA 1176
ENSG00000287101	NA	NA
ENSG00000073146	MOV10L1	Mov10 like RISC complex RNA helicase 1
ENSG00000273716	NA	NA
ENSG00000072501	SMC1A	structural maintenance of chromosomes 1A
ENSG00000244550	NA	NA
ENSG00000181211	HECW1-IT1	HECW1 intronic transcript 1
ENSG00000150961	SEC24D	SEC24 homolog D, COPII coat complex component
ENSG00000235669	CHN2-AS1	NA
ENSG00000257058	NA	NA
ENSG00000229478	ROBO2P1	NA
ENSG00000221845	LINC02902	long intergenic non-protein coding RNA 2902
ENSG00000176148	TCP11L1	t-complex 11 like 1
ENSG00000228173	NA	NA
ENSG00000280255	NA	NA
ENSG00000247157	LINC01252	long intergenic non-protein coding RNA 1252
ENSG00000164742	ADCY1	adenylate cyclase 1
ENSG00000272243	NA	NA
ENSG00000198689	SLC9A6	solute carrier family 9 member A6
ENSG00000134551	PRH2	proline rich protein HaeIII subfamily 2
ENSG00000231559	NA	NA
ENSG00000228976	SUMO2P8	NA
ENSG00000286042	LCAL1	lung cancer associated lncRNA 1
ENSG00000286672	NA	NA
ENSG00000219163	HMGB1P20	NA
ENSG00000226497	LINC02549	long intergenic non-protein coding RNA 2549
ENSG00000224583	NA	NA
ENSG00000275119	NA	NA
ENSG00000235122	NA	NA
ENSG00000111261	MANSC1	MANSC domain containing 1
ENSG00000229272	NA	NA
ENSG00000227186	NA	NA
ENSG00000177613	CSTF2T	cleavage stimulation factor subunit 2 tau variant
ENSG00000275312	NA	NA
ENSG00000206181	ELOA2	elongin A2
ENSG00000084444	FAM234B	family with sequence similarity 234 member B
ENSG00000270648	CYP2C61P	NA
ENSG00000180628	PCGF5	polycomb group ring finger 5
ENSG00000232161	NA	NA
ENSG00000231232	NA	NA
ENSG00000236529	NA	NA
ENSG00000226284	ARPC3P1	NA
ENSG00000265681	RPL17	ribosomal protein L17
ENSG00000226401	NA	NA
ENSG00000167046	NA	NA
ENSG00000281613	NA	NA
ENSG00000255418	LINC02718	NA
ENSG00000211687	TRGJ2	NA
ENSG00000101187	SLCO4A1	solute carrier organic anion transporter family member 4A1
ENSG00000228303	NA	NA
ENSG00000237400	NA	NA
ENSG00000227489	NA	NA
ENSG00000149516	MS4A3	membrane spanning 4-domains A3
ENSG00000229497	NA	NA
ENSG00000112159	MDN1	midasin AAA ATPase 1
ENSG00000229970	NA	NA
ENSG00000211695	TRGV9	NA
ENSG00000264168	MTND1P15	NA
ENSG00000131885	KRT17P1	NA
ENSG00000227426	VN1R33P	NA
ENSG00000232612	RPL31P35	NA
ENSG00000213390	ARHGAP19	Rho GTPase activating protein 19
ENSG00000228668	TRGV5P	NA
ENSG00000233306	TRGV2	NA
ENSG00000279072	NA	NA
ENSG00000256084	NA	NA
ENSG00000286303	NA	NA
ENSG00000223544	NA	NA
ENSG00000256682	NA	NA
ENSG00000205215	KRT17P7	NA
ENSG00000123201	GUCY1B2	guanylate cyclase 1 soluble subunit beta 2 (pseudogene)
ENSG00000188730	VWC2	von Willebrand factor C domain containing 2
ENSG00000255790	NA	NA
ENSG00000280198	NA	NA
ENSG00000284328	NA	NA
ENSG00000235672	NA	NA
ENSG00000255641	NA	NA
ENSG00000233288	NA	uncharacterized LOC101928401
ENSG00000118976	OTUD4P1	NA
ENSG00000256436	TAS2R31	taste 2 receptor member 31
ENSG00000235227	VN1R38P	NA
ENSG00000227910	NA	NA
ENSG00000255734	HNRNPABP1	NA
ENSG00000214941	ZSWIM7	zinc finger SWIM-type containing 7
ENSG00000255973	NA	NA
ENSG00000226091	LINC00937	long intergenic non-protein coding RNA 937
ENSG00000227344	HAUS6P1	NA
ENSG00000277496	NA	NA
ENSG00000233962	NA	NA
ENSG00000226468	NA	NA
ENSG00000254734	NA	NA
ENSG00000276317	NA	NA
ENSG00000254403	OR10Y1P	NA
ENSG00000224101	ELMO1-AS1	ELMO1 antisense RNA 1
ENSG00000232803	SLCO4A1-AS1	SLCO4A1 antisense RNA 1
ENSG00000286658	NA	NA
ENSG00000254584	NA	uncharacterized LOC100506675
ENSG00000232325	NA	NA
ENSG00000254530	LINC02755	NA
ENSG00000226829	NA	uncharacterized LOC105375341
ENSG00000274551	NA	NA
ENSG00000244131	RPSAP51	NA
ENSG00000255252	NA	NA
ENSG00000237687	LINC00686	NA
ENSG00000073067	CYP2W1	cytochrome P450 family 2 subfamily W member 1
ENSG00000270060	NA	NA
ENSG00000171847	FAM90A1	family with sequence similarity 90 member A1
ENSG00000101188	NTSR1	neurotensin receptor 1
ENSG00000146670	CDCA5	cell division cycle associated 5
ENSG00000258822	OR4K16P	NA
ENSG00000223669	NA	NA
ENSG00000258899	OR4U1P	NA
ENSG00000101189	MRGBP	MRG domain binding protein
ENSG00000176246	OR4L1	olfactory receptor family 4 subfamily L member 1
ENSG00000252999	RNA5SP380	NA
ENSG00000258641	OR4T1P	NA
ENSG00000259074	PSMB7P1	NA
ENSG00000259095	GTF2IP22	NA
ENSG00000258468	OR11G1P	NA
ENSG00000256626	NA	NA
ENSG00000284742	OR11P1P	NA
ENSG00000243916	NA	NA
ENSG00000258625	OR11H5P	NA
ENSG00000121335	PRB2	proline rich protein BstNI subfamily 2
ENSG00000229873	OGFR-AS1	OGFR antisense RNA 1
ENSG00000166171	DPCD	deleted in primary ciliary dyskinesia homolog (mouse)
ENSG00000176219	OR11H6	olfactory receptor family 11 subfamily H member 6
ENSG00000223620	RBM48P1	NA
ENSG00000258806	OR11H7	NA
ENSG00000060491	OGFR	opioid growth factor receptor
ENSG00000287290	NA	NA
ENSG00000106483	SFRP4	secreted frizzled related protein 4
ENSG00000248456	LINC02485	NA
ENSG00000136319	TTC5	tetratricopeptide repeat domain 5
ENSG00000255073	ZFP91-CNTF	NA
ENSG00000249036	NA	NA
ENSG00000254016	ALG1L10P	NA
ENSG00000225050	NA	uncharacterized LOC102724929
ENSG00000142731	PLK4	polo like kinase 4
ENSG00000232998	VPS13A-AS1	NA
ENSG00000256155	LINC02598	NA
ENSG00000230030	NA	NA
ENSG00000255621	NA	NA
ENSG00000242834	RPL7AP56	NA
ENSG00000236024	PRRX2-AS1	NA
ENSG00000286450	NA	NA
ENSG00000274688	NA	NA
ENSG00000270588	NA	NA
ENSG00000236461	NA	uncharacterized LOC101928748
ENSG00000255520	NA	NA
ENSG00000255106	NA	NA
ENSG00000173862	NA	NA
ENSG00000224825	RORB-AS1	NA
ENSG00000223829	NA	uncharacterized LOC105375267
ENSG00000166535	A2ML1	alpha-2-macroglobulin like 1
ENSG00000124942	AHNAK	AHNAK nucleoprotein
ENSG00000169071	ROR2	receptor tyrosine kinase like orphan receptor 2
ENSG00000280920	NA	NA
ENSG00000286466	NA	NA
ENSG00000136270	TBRG4	transforming growth factor beta regulator 4
ENSG00000092758	COL9A3	collagen type IX alpha 3 chain
ENSG00000005700	IBTK	inhibitor of Bruton tyrosine kinase
ENSG00000258768	NA	NA
ENSG00000166169	POLL	DNA polymerase lambda
ENSG00000258459	NA	NA
ENSG00000100814	CCNB1IP1	cyclin B1 interacting protein 1
ENSG00000148948	LRRC4C	leucine rich repeat containing 4C
ENSG00000165113	GKAP1	G kinase anchoring protein 1
ENSG00000283775	MIR4329	microRNA 4329
ENSG00000243011	RN7SL266P	NA
ENSG00000167995	BEST1	bestrophin 1
ENSG00000273773	NA	NA
ENSG00000213338	ATF4P1	NA
ENSG00000272681	FAM223B	family with sequence similarity 223 member B
ENSG00000129221	AIPL1	aryl hydrocarbon receptor interacting protein like 1
ENSG00000275882	IKBKGP1	NA
ENSG00000226141	NA	NA
ENSG00000237619	OR3B1P	NA
ENSG00000235806	NA	NA
ENSG00000287729	NA	uncharacterized LOC105373174
ENSG00000238123	MID1IP1-AS1	NA
ENSG00000228089	PNKDP1	NA
ENSG00000235190	NA	NA
ENSG00000200587	RNA5SP514	NA
ENSG00000134602	STK26	serine/threonine kinase 26
